,Date,AAPL,AAXN,BAC,JPM,MA,MSFT,NFLX,SCI,V
356,2017-06-01,147.21890258789062,24.459999084472656,21.388381958007812,76.56314086914062,121.29423522949219,67.02266693115234,162.99000549316406,30.71169090270996,93.71094512939453
357,2017-06-02,149.40057373046875,24.520000457763672,21.218265533447266,76.17597961425781,123.06351470947266,68.60979461669922,165.17999267578125,30.901973724365234,94.44764709472656
358,2017-06-05,147.93971252441406,24.399999618530273,21.18045425415039,76.31427001953125,123.75157165527344,69.10697174072266,165.05999755859375,30.616554260253906,94.840576171875
359,2017-06-06,148.43948364257812,24.65999984741211,21.01032829284668,76.47097778320312,123.10283660888672,69.33643341064453,165.1699981689453,30.312097549438477,94.09402465820312
360,2017-06-07,149.32369995117188,24.260000228881836,21.360029220581055,77.3466567993164,123.05369567871094,69.21214294433594,165.61000061035156,30.169384002685547,94.38872528076172
361,2017-06-08,148.95848083496094,24.440000534057617,21.709732055664062,78.3052978515625,122.63104248046875,68.79145812988281,165.8800048828125,30.150354385375977,94.38872528076172
362,2017-06-09,143.18234252929688,24.3700008392334,22.371326446533203,80.15808868408203,120.94038391113281,67.23301696777344,158.02999877929688,30.150354385375977,92.88581848144531
363,2017-06-12,139.7609100341797,24.200000762939453,22.47528839111328,80.1765365600586,118.69927978515625,66.71670532226562,151.44000244140625,30.34063720703125,91.84459686279297
364,2017-06-13,140.8853759765625,24.469999313354492,22.465835571289062,80.44384765625,120.232666015625,67.54852294921875,152.72000122070312,30.846954345703125,93.3966064453125
365,2017-06-14,139.51101684570312,24.270000457763672,22.456388473510742,80.27791595458984,120.40959930419922,67.18521118164062,152.1999969482422,30.81829261779785,93.6323471069336
366,2017-06-15,138.67483520507812,24.760000228881836,22.248458862304688,79.79857635498047,119.3480224609375,66.83145904541016,151.75999450683594,30.952043533325195,92.50272369384766
367,2017-06-16,136.73348999023438,25.360000610351562,22.144493103027344,79.43909454345703,119.8788070678711,66.92707061767578,152.3800048828125,30.76097869873047,92.50272369384766
368,2017-06-19,140.64508056640625,25.40999984741211,22.59815216064453,81.1812744140625,120.9895248413086,67.75886535644531,153.39999389648438,31.03801727294922,93.11174774169922
369,2017-06-20,139.36685180664062,25.770000457763672,22.201200485229492,80.67428588867188,120.8322525024414,66.84101104736328,152.0500030517578,30.93293571472168,92.70901489257812
370,2017-06-21,140.19337463378906,26.020000457763672,21.860946655273438,80.30558776855469,120.99935150146484,67.18521118164062,155.02999877929688,30.694107055664062,92.86617279052734
371,2017-06-22,139.96275329589844,26.290000915527344,21.671924591064453,80.2134017944336,121.1959457397461,67.17564392089844,154.88999938964844,30.923377990722656,92.28659057617188
372,2017-06-23,140.58741760253906,26.31999969482422,21.567960739135742,80.06591796875,121.8938217163086,68.08393859863281,158.02000427246094,30.713211059570312,93.88774871826172
373,2017-06-26,140.14532470703125,25.959999084472656,21.634122848510742,80.41617584228516,121.41218566894531,67.43378448486328,157.5,31.353269577026367,93.53412628173828
374,2017-06-27,138.1366424560547,25.440000534057617,21.99327278137207,81.162841796875,120.64549255371094,66.17173767089844,151.02999877929688,31.209972381591797,93.21979522705078
375,2017-06-28,140.1549530029297,25.860000610351562,22.56980323791504,82.79438781738281,122.68018341064453,66.73584747314453,153.41000366210938,31.716289520263672,94.5262451171875
376,2017-06-29,138.08860778808594,25.170000076293945,22.985660552978516,84.02035522460938,119.43648529052734,65.48335266113281,150.08999633789062,31.716289520263672,92.74828338623047
377,2017-06-30,138.41537475585938,25.139999389648438,22.928953170776367,84.25080108642578,119.37750244140625,65.9040298461914,149.41000366210938,31.95511245727539,92.11962127685547
378,2017-07-03,137.91558837890625,25.15999984741211,23.325908660888672,85.9654769897461,118.71894836425781,65.1773910522461,146.1699981689453,31.716289520263672,91.6972427368164
379,2017-07-05,138.48265075683594,25.270000457763672,23.5527400970459,86.82744598388672,120.11725616455078,66.04743957519531,147.61000061035156,31.840478897094727,92.3455581665039
380,2017-07-06,137.1755828857422,25.049999237060547,23.354265213012695,86.54939270019531,118.95528411865234,65.5598373413086,146.25,31.515676498413086,91.59901428222656
381,2017-07-07,138.56915283203125,25.09000015258789,23.46767807006836,86.98501586914062,120.33389282226562,66.4107666015625,150.17999267578125,31.95511245727539,92.25714111328125
382,2017-07-10,139.4148712158203,25.020000457763672,23.524389266967773,86.37329864501953,120.85581970214844,66.90794372558594,152.6699981689453,31.764055252075195,93.40643310546875
383,2017-07-11,139.86660766601562,25.31999969482422,23.25029754638672,86.03961944580078,122.3329086303711,66.91748809814453,154.3300018310547,32.03154373168945,93.72076416015625
384,2017-07-12,140.0684356689453,25.469999313354492,23.01401138305664,85.74303436279297,123.36686706542969,68.0265884399414,158.75,32.70025634765625,94.47713470458984
385,2017-07-13,142.01947021484375,25.229999542236328,23.26920509338379,86.28987884521484,123.5539779663086,68.61935424804688,158.2100067138672,32.72891616821289,94.24138641357422
386,2017-07-14,143.24002075195312,25.290000915527344,22.881694793701172,85.50203704833984,125.07044982910156,69.58502960205078,161.1199951171875,32.7193603515625,95.2138442993164
387,2017-07-17,143.73976135253906,25.81999969482422,22.702123641967773,84.7049560546875,125.4840316772461,70.12999725341797,161.6999969482422,32.52830123901367,95.1156234741211
388,2017-07-18,144.2395477294922,25.229999542236328,22.588703155517578,84.40836334228516,125.7794418334961,70.08219146728516,183.60000610351562,32.59516906738281,95.85235595703125
389,2017-07-19,145.14295959472656,25.389999389648438,22.739927291870117,84.52885437011719,126.08472442626953,70.61760711669922,183.86000061035156,32.63338851928711,96.51048278808594
390,2017-07-20,144.48941040039062,25.3799991607666,22.626508712768555,84.52885437011719,126.5081558227539,70.96180725097656,183.60000610351562,32.53785705566406,96.37296295166016
391,2017-07-21,144.42213439941406,25.260000228881836,22.494192123413086,84.24151611328125,127.29596710205078,70.5506820678711,188.5399932861328,32.5760612487793,97.83657836914062
392,2017-07-24,146.1713409423828,25.3700008392334,22.59815216064453,84.60299682617188,127.54210662841797,70.36902618408203,187.91000366210938,32.662044525146484,98.59294891357422
393,2017-07-25,146.7960205078125,25.40999984741211,23.136884689331055,86.01181030273438,127.99510955810547,70.93313598632812,186.97000122070312,32.7193603515625,98.21966552734375
394,2017-07-26,147.48802185058594,25.219999313354492,22.881694793701172,85.20545959472656,128.9896697998047,70.79926300048828,189.0800018310547,32.213050842285156,99.064453125
395,2017-07-27,144.70086669921875,24.989999771118164,22.787185668945312,84.85325622558594,126.96111297607422,69.9483413696289,182.67999267578125,33.56003952026367,97.80709838867188
396,2017-07-28,143.68211364746094,24.719999313354492,22.71157455444336,84.60299682617188,125.95670318603516,69.8335952758789,184.0399932861328,33.33076477050781,97.39453887939453
397,2017-07-31,142.94207763671875,24.59000015258789,22.79663848876953,85.08496856689453,125.84838104248047,69.50852966308594,181.66000366210938,33.177913665771484,97.79729461669922
398,2017-08-01,144.21072387695312,24.8700008392334,23.108530044555664,86.2249984741211,127.51258850097656,69.39381408691406,182.02999877929688,33.321205139160156,99.08409118652344
399,2017-08-02,151.02479553222656,24.860000610351562,23.2408447265625,86.29915618896484,128.61546325683594,69.08785247802734,180.74000549316406,33.18746566772461,99.48684692382812
400,2017-08-03,149.51589965820312,25.0,23.03291893005371,85.7337646484375,127.90648651123047,68.98268127441406,179.22999572753906,33.273441314697266,98.80905151367188
401,2017-08-04,150.30398559570312,25.389999389648438,23.599998474121094,86.80891418457031,127.8375473022461,69.48941802978516,180.27000427246094,33.25433349609375,99.10375213623047
402,2017-08-07,152.62982177734375,25.719999313354492,23.590545654296875,87.14256286621094,128.3889923095703,69.22171020507812,181.3300018310547,33.50271224975586,99.69312286376953
403,2017-08-08,153.8503875732422,25.309999465942383,23.53384017944336,86.82744598388672,127.85723114013672,69.5945816040039,178.36000061035156,33.5313720703125,99.48684692382812
404,2017-08-09,154.792236328125,23.020000457763672,23.382617950439453,86.68841552734375,127.73906707763672,69.28863525390625,175.77999877929688,33.39763641357422,99.18233489990234
405,2017-08-10,149.86183166503906,22.459999084472656,22.79663848876953,85.4464340209961,125.72037506103516,68.27515411376953,169.13999938964844,33.340309143066406,97.72853088378906
406,2017-08-11,151.94593811035156,22.360000610351562,22.5508975982666,84.73277282714844,126.58694458007812,69.31731414794922,171.39999389648438,33.340309143066406,98.31790161132812
407,2017-08-14,154.23263549804688,22.18000030517578,23.08017349243164,85.72449493408203,129.088134765625,70.35945892333984,171.0,33.73198318481445,100.06639862060547
408,2017-08-15,155.92112731933594,21.6299991607666,23.12742805480957,85.94694519042969,129.57066345214844,70.37869262695312,168.5,33.77020263671875,100.81293487548828
409,2017-08-16,155.2939910888672,21.65999984741211,22.862794876098633,85.35374450683594,130.3485870361328,70.79199981689453,169.97999572753906,34.200096130371094,101.65413665771484
410,2017-08-17,152.31256103515625,21.479999542236328,22.34296989440918,84.01909637451172,128.88136291503906,69.59050750732422,166.08999633789062,33.474056243896484,100.51285552978516
411,2017-08-18,151.96524047851562,22.06999969482422,22.324068069458008,84.10250091552734,129.1373748779297,69.67701721191406,166.5399932861328,33.77975082397461,100.8572006225586
412,2017-08-21,151.6854248046875,22.079999923706055,22.097232818603516,84.00054931640625,129.92515563964844,69.35021209716797,166.75999450683594,33.703330993652344,101.5557632446289
